NOC,Sport,Adeptness
CHA,Artistic Gymnastics,
CHA,Artistic Swimming,
CHA,Athletics,
CHA,Badminton,
CHA,Baseball,
CHA,Baseball/Softball,
CHA,Basketball,
CHA,Basque Pelota,
CHA,Beach Volleyball,
CHA,Boxing,
CHA,Breaking,
CHA,Canoe Slalom,
CHA,Canoe Sprint,
CHA,Canoeing,
CHA,Cricket,
CHA,Croquet,
CHA,Cycling,
CHA,Cycling BMX Freestyle,
CHA,Cycling BMX Racing,
CHA,Cycling Mountain Bike,
CHA,Cycling Road,
CHA,Cycling Track,
CHA,Diving,
CHA,Equestrian,
CHA,Equestrianism,
CHA,Fencing,
CHA,Figure Skating,
CHA,Football,
CHA,Golf,
CHA,Gymnastics,
CHA,Handball,
CHA,Hockey,
CHA,Ice Hockey,
CHA,Jeu De Paume,
CHA,Judo,
CHA,Karate,
CHA,Lacrosse,
CHA,Marathon Swimming,
CHA,Modern Pentathlon,
CHA,Motorboating,
CHA,Polo,
CHA,Racquets,
CHA,Rhythmic Gymnastics,
CHA,Roque,
CHA,Rowing,
CHA,Rugby,
CHA,Rugby Sevens,
CHA,Sailing,
CHA,Shooting,
CHA,Skateboarding,
CHA,Softball,
CHA,Sport Climbing,
CHA,Surfing,
CHA,Swimming,
CHA,Synchronized Swimming,
CHA,Table Tennis,
CHA,Taekwondo,
CHA,Tennis,
CHA,Trampoline Gymnastics,
CHA,Trampolining,
CHA,Triathlon,
CHA,Tug-Of-War,
CHA,Volleyball,
CHA,Water Polo,
CHA,Weightlifting,
CHA,Wrestling,
AZE,Karate,0.0625
AZE,Wrestling,0.02013888888888889
AZE,Taekwondo,0.019230769230769232
AZE,Boxing,0.009541984732824428
AZE,Judo,0.009283819628647215
AZE,Shooting,0.002255639097744361
AZE,Canoeing,0.0017167381974248926
AZE,Weightlifting,0.001392757660167131
AZE,3x3 Basketball,
AZE,Aeronautics,
AZE,Alpinism,
AZE,Archery,
AZE,Art Competitions,
AZE,Artistic Gymnastics,
AZE,Artistic Swimming,
AZE,Athletics,
AZE,Badminton,
AZE,Baseball,
AZE,Baseball/Softball,
AZE,Basketball,
AZE,Basque Pelota,
AZE,Beach Volleyball,
AZE,Breaking,
AZE,Canoe Slalom,
AZE,Canoe Sprint,
AZE,Cricket,
AZE,Croquet,
AZE,Cycling,
AZE,Cycling BMX Freestyle,
AZE,Cycling BMX Racing,
AZE,Cycling Mountain Bike,
AZE,Cycling Road,
AZE,Cycling Track,
AZE,Diving,
AZE,Equestrian,
AZE,Equestrianism,
AZE,Fencing,
AZE,Figure Skating,
AZE,Football,
AZE,Golf,
AZE,Gymnastics,
AZE,Handball,
AZE,Hockey,
AZE,Ice Hockey,
AZE,Jeu De Paume,
AZE,Lacrosse,
AZE,Marathon Swimming,
AZE,Modern Pentathlon,
AZE,Motorboating,
AZE,Polo,
AZE,Racquets,
AZE,Rhythmic Gymnastics,
AZE,Roque,
AZE,Rowing,
AZE,Rugby,
AZE,Rugby Sevens,
AZE,Sailing,
AZE,Skateboarding,
AZE,Softball,
AZE,Sport Climbing,
AZE,Surfing,
AZE,Swimming,
AZE,Synchronized Swimming,
AZE,Table Tennis,
AZE,Tennis,
AZE,Trampoline Gymnastics,
AZE,Trampolining,
AZE,Triathlon,
AZE,Tug-Of-War,
AZE,Volleyball,
AZE,Water Polo,
SUD,Athletics,0.00022578460149017836
SUD,3x3 Basketball,
SUD,Aeronautics,
SUD,Alpinism,
SUD,Archery,
SUD,Art Competitions,
SUD,Artistic Gymnastics,
SUD,Artistic Swimming,
SUD,Badminton,
SUD,Baseball,
SUD,Baseball/Softball,
SUD,Basketball,
SUD,Basque Pelota,
SUD,Beach Volleyball,
SUD,Boxing,
SUD,Breaking,
SUD,Canoe Slalom,
SUD,Canoe Sprint,
SUD,Canoeing,
SUD,Cricket,
SUD,Croquet,
SUD,Cycling,
SUD,Cycling BMX Freestyle,
SUD,Cycling BMX Racing,
SUD,Cycling Mountain Bike,
SUD,Cycling Road,
SUD,Cycling Track,
SUD,Diving,
SUD,Equestrian,
SUD,Equestrianism,
SUD,Fencing,
SUD,Figure Skating,
SUD,Football,
SUD,Golf,
SUD,Gymnastics,
SUD,Handball,
SUD,Hockey,
SUD,Ice Hockey,
SUD,Jeu De Paume,
SUD,Judo,
SUD,Karate,
SUD,Lacrosse,
SUD,Marathon Swimming,
SUD,Modern Pentathlon,
SUD,Motorboating,
SUD,Polo,
SUD,Racquets,
SUD,Rhythmic Gymnastics,
SUD,Roque,
SUD,Rowing,
SUD,Rugby,
SUD,Rugby Sevens,
SUD,Sailing,
SUD,Shooting,
SUD,Skateboarding,
SUD,Softball,
SUD,Sport Climbing,
SUD,Surfing,
SUD,Swimming,
SUD,Synchronized Swimming,
SUD,Table Tennis,
SUD,Taekwondo,
SUD,Tennis,
SUD,Trampoline Gymnastics,
SUD,Trampolining,
SUD,Triathlon,
SUD,Tug-Of-War,
SUD,Volleyball,
SUD,Water Polo,
SUD,Weightlifting,
SUD,Wrestling,
RUS,Rhythmic Gymnastics,0.26785714285714285
RUS,Synchronized Swimming,0.25116279069767444
RUS,Trampolining,0.13333333333333333
RUS,Volleyball,0.06255585344057193
RUS,Diving,0.05410821643286573
RUS,Handball,0.04654895666131621
RUS,Water Polo,0.04204451772464963
RUS,Wrestling,0.041666666666666664
RUS,Figure Skating,0.037037037037037035
RUS,Gymnastics,0.03683976919662672
RUS,Weightlifting,0.036211699164345405
RUS,Fencing,0.032274856845393024
RUS,Basketball,0.029459901800327332
RUS,Boxing,0.02862595419847328
RUS,Shooting,0.02706766917293233
RUS,Tennis,0.02577319587628866
RUS,Modern Pentathlon,0.025252525252525252
RUS,Athletics,0.023255813953488372
RUS,Judo,0.021220159151193633
RUS,Taekwondo,0.019230769230769232
RUS,Cycling,0.019002375296912115
RUS,Canoeing,0.01888412017167382
RUS,Swimming,0.012395503026808878
RUS,Archery,0.009685230024213076
RUS,Badminton,0.009259259259259259
RUS,Sailing,0.008416220351951033
RUS,Rowing,0.005567584287039901
RUS,3x3 Basketball,
RUS,Aeronautics,
RUS,Alpinism,
RUS,Art Competitions,
RUS,Artistic Gymnastics,
RUS,Artistic Swimming,
RUS,Baseball,
RUS,Baseball/Softball,
RUS,Basque Pelota,
RUS,Beach Volleyball,
RUS,Breaking,
RUS,Canoe Slalom,
RUS,Canoe Sprint,
RUS,Cricket,
RUS,Croquet,
RUS,Cycling BMX Freestyle,
RUS,Cycling BMX Racing,
RUS,Cycling Mountain Bike,
RUS,Cycling Road,
RUS,Cycling Track,
RUS,Equestrian,
RUS,Equestrianism,
RUS,Football,
RUS,Golf,
RUS,Hockey,
RUS,Ice Hockey,
RUS,Jeu De Paume,
RUS,Karate,
RUS,Lacrosse,
RUS,Marathon Swimming,
RUS,Motorboating,
RUS,Polo,
RUS,Racquets,
RUS,Roque,
RUS,Rugby,
RUS,Rugby Sevens,
RUS,Skateboarding,
RUS,Softball,
RUS,Sport Climbing,
RUS,Surfing,
RUS,Table Tennis,
RUS,Trampoline Gymnastics,
RUS,Triathlon,
RUS,Tug-Of-War,
ARG,Polo,0.13846153846153847
ARG,Cycling BMX Freestyle,0.08333333333333333
ARG,Hockey,0.06466512702078522
ARG,Rugby Sevens,0.05652173913043478
ARG,Football,0.03723986856516977
ARG,Boxing,0.022900763358778626
ARG,Volleyball,0.021447721179624665
ARG,Basketball,0.019639934533551555
ARG,Tennis,0.01804123711340206
ARG,Sailing,0.017597551644988524
ARG,Taekwondo,0.004807692307692308
ARG,Weightlifting,0.002785515320334262
ARG,Judo,0.002652519893899204
ARG,Fencing,0.0026028110359187923
ARG,Rowing,0.0018558614290133002
ARG,Cycling,0.001583531274742676
ARG,Athletics,0.001128923007450892
ARG,Equestrianism,0.0010362694300518134
ARG,Swimming,0.0008648025367541078
ARG,Shooting,0.0007518796992481203
ARG,3x3 Basketball,
ARG,Aeronautics,
ARG,Alpinism,
ARG,Archery,
ARG,Art Competitions,
ARG,Artistic Gymnastics,
ARG,Artistic Swimming,
ARG,Badminton,
ARG,Baseball,
ARG,Baseball/Softball,
ARG,Basque Pelota,
ARG,Beach Volleyball,
ARG,Breaking,
ARG,Canoe Slalom,
ARG,Canoe Sprint,
ARG,Canoeing,
ARG,Cricket,
ARG,Croquet,
ARG,Cycling BMX Racing,
ARG,Cycling Mountain Bike,
ARG,Cycling Road,
ARG,Cycling Track,
ARG,Diving,
ARG,Equestrian,
ARG,Figure Skating,
ARG,Golf,
ARG,Gymnastics,
ARG,Handball,
ARG,Ice Hockey,
ARG,Jeu De Paume,
ARG,Karate,
ARG,Lacrosse,
ARG,Marathon Swimming,
ARG,Modern Pentathlon,
ARG,Motorboating,
ARG,Racquets,
ARG,Rhythmic Gymnastics,
ARG,Roque,
ARG,Rugby,
ARG,Skateboarding,
ARG,Softball,
ARG,Sport Climbing,
ARG,Surfing,
ARG,Synchronized Swimming,
ARG,Table Tennis,
ARG,Trampoline Gymnastics,
ARG,Trampolining,
ARG,Triathlon,
ARG,Tug-Of-War,
ARG,Water Polo,
ARG,Wrestling,
CUB,Baseball,0.3333333333333333
CUB,Boxing,0.07633587786259542
CUB,Judo,0.04907161803713528
CUB,Volleyball,0.04647006255585344
CUB,Taekwondo,0.03365384615384615
CUB,Canoe Sprint,0.0234375
CUB,Wrestling,0.020833333333333332
CUB,Athletics,0.013772860690900881
CUB,Fencing,0.010411244143675169
CUB,Basketball,0.009819967266775777
CUB,Weightlifting,0.006963788300835654
CUB,Canoeing,0.004291845493562232
CUB,Shooting,0.0037593984962406013
CUB,Sailing,0.001530221882172915
CUB,Cycling,0.000791765637371338
CUB,Swimming,0.0005765350245027386
CUB,3x3 Basketball,
CUB,Aeronautics,
CUB,Alpinism,
CUB,Archery,
CUB,Art Competitions,
CUB,Artistic Gymnastics,
CUB,Artistic Swimming,
CUB,Badminton,
CUB,Baseball/Softball,
CUB,Basque Pelota,
CUB,Beach Volleyball,
CUB,Breaking,
CUB,Canoe Slalom,
CUB,Cricket,
CUB,Croquet,
CUB,Cycling BMX Freestyle,
CUB,Cycling BMX Racing,
CUB,Cycling Mountain Bike,
CUB,Cycling Road,
CUB,Cycling Track,
CUB,Diving,
CUB,Equestrian,
CUB,Equestrianism,
CUB,Figure Skating,
CUB,Football,
CUB,Golf,
CUB,Gymnastics,
CUB,Handball,
CUB,Hockey,
CUB,Ice Hockey,
CUB,Jeu De Paume,
CUB,Karate,
CUB,Lacrosse,
CUB,Marathon Swimming,
CUB,Modern Pentathlon,
CUB,Motorboating,
CUB,Polo,
CUB,Racquets,
CUB,Rhythmic Gymnastics,
CUB,Roque,
CUB,Rowing,
CUB,Rugby,
CUB,Rugby Sevens,
CUB,Skateboarding,
CUB,Softball,
CUB,Sport Climbing,
CUB,Surfing,
CUB,Synchronized Swimming,
CUB,Table Tennis,
CUB,Tennis,
CUB,Trampoline Gymnastics,
CUB,Trampolining,
CUB,Triathlon,
CUB,Tug-Of-War,
CUB,Water Polo,
BLR,Rhythmic Gymnastics,0.13095238095238096
BLR,Trampoline Gymnastics,0.08333333333333333
BLR,Trampolining,0.03333333333333333
BLR,Canoe Sprint,0.03125
BLR,Canoeing,0.01888412017167382
BLR,Weightlifting,0.016713091922005572
BLR,Wrestling,0.009722222222222222
BLR,Tennis,0.007731958762886598
BLR,Shooting,0.005263157894736842
BLR,Rowing,0.005258274048871018
BLR,Modern Pentathlon,0.005050505050505051
BLR,Athletics,0.0040641228268232105
BLR,Judo,0.002652519893899204
BLR,Boxing,0.0019083969465648854
BLR,Gymnastics,0.001775410563692854
BLR,Swimming,0.0008648025367541078
BLR,Cycling,0.000791765637371338
BLR,3x3 Basketball,
BLR,Aeronautics,
BLR,Alpinism,
BLR,Archery,
BLR,Art Competitions,
BLR,Artistic Gymnastics,
BLR,Artistic Swimming,
BLR,Badminton,
BLR,Baseball,
BLR,Baseball/Softball,
BLR,Basketball,
BLR,Basque Pelota,
BLR,Beach Volleyball,
BLR,Breaking,
BLR,Canoe Slalom,
BLR,Cricket,
BLR,Croquet,
BLR,Cycling BMX Freestyle,
BLR,Cycling BMX Racing,
BLR,Cycling Mountain Bike,
BLR,Cycling Road,
BLR,Cycling Track,
BLR,Diving,
BLR,Equestrian,
BLR,Equestrianism,
BLR,Fencing,
BLR,Figure Skating,
BLR,Football,
BLR,Golf,
BLR,Handball,
BLR,Hockey,
BLR,Ice Hockey,
BLR,Jeu De Paume,
BLR,Karate,
BLR,Lacrosse,
BLR,Marathon Swimming,
BLR,Motorboating,
BLR,Polo,
BLR,Racquets,
BLR,Roque,
BLR,Rugby,
BLR,Rugby Sevens,
BLR,Sailing,
BLR,Skateboarding,
BLR,Softball,
BLR,Sport Climbing,
BLR,Surfing,
BLR,Synchronized Swimming,
BLR,Table Tennis,
BLR,Taekwondo,
BLR,Triathlon,
BLR,Tug-Of-War,
BLR,Volleyball,
BLR,Water Polo,
GRE,Tug-Of-War,0.06956521739130435
GRE,Rhythmic Gymnastics,0.03571428571428571
GRE,Tennis,0.03350515463917526
GRE,Weightlifting,0.022284122562674095
GRE,Water Polo,0.021434460016488046
GRE,Taekwondo,0.019230769230769232
GRE,Shooting,0.018796992481203006
GRE,Rowing,0.018558614290133002
GRE,Artistic Gymnastics,0.015625
GRE,Sailing,0.01224177505738332
GRE,Athletics,0.009031384059607135
GRE,Wrestling,0.008333333333333333
GRE,Art Competitions,0.00641025641025641
GRE,Fencing,0.006246746486205101
GRE,Football,0.006024096385542169
GRE,Gymnastics,0.005326231691078562
GRE,Diving,0.004008016032064128
GRE,Judo,0.003978779840848806
GRE,Cycling,0.003167062549485352
GRE,Swimming,0.0023061400980109543
GRE,3x3 Basketball,
GRE,Aeronautics,
GRE,Alpinism,
GRE,Archery,
GRE,Artistic Swimming,
GRE,Badminton,
GRE,Baseball,
GRE,Baseball/Softball,
GRE,Basketball,
GRE,Basque Pelota,
GRE,Beach Volleyball,
GRE,Boxing,
GRE,Breaking,
GRE,Canoe Slalom,
GRE,Canoe Sprint,
GRE,Canoeing,
GRE,Cricket,
GRE,Croquet,
GRE,Cycling BMX Freestyle,
GRE,Cycling BMX Racing,
GRE,Cycling Mountain Bike,
GRE,Cycling Road,
GRE,Cycling Track,
GRE,Equestrian,
GRE,Equestrianism,
GRE,Figure Skating,
GRE,Golf,
GRE,Handball,
GRE,Hockey,
GRE,Ice Hockey,
GRE,Jeu De Paume,
GRE,Karate,
GRE,Lacrosse,
GRE,Marathon Swimming,
GRE,Modern Pentathlon,
GRE,Motorboating,
GRE,Polo,
GRE,Racquets,
GRE,Roque,
GRE,Rugby,
GRE,Rugby Sevens,
GRE,Skateboarding,
GRE,Softball,
GRE,Sport Climbing,
GRE,Surfing,
GRE,Synchronized Swimming,
GRE,Table Tennis,
GRE,Trampoline Gymnastics,
GRE,Trampolining,
GRE,Triathlon,
GRE,Volleyball,
CMR,Football,0.009857612267250822
CMR,Boxing,0.0019083969465648854
CMR,Athletics,0.0004515692029803567
CMR,3x3 Basketball,
CMR,Aeronautics,
CMR,Alpinism,
CMR,Archery,
CMR,Art Competitions,
CMR,Artistic Gymnastics,
CMR,Artistic Swimming,
CMR,Badminton,
CMR,Baseball,
CMR,Baseball/Softball,
CMR,Basketball,
CMR,Basque Pelota,
CMR,Beach Volleyball,
CMR,Breaking,
CMR,Canoe Slalom,
CMR,Canoe Sprint,
CMR,Canoeing,
CMR,Cricket,
CMR,Croquet,
CMR,Cycling,
CMR,Cycling BMX Freestyle,
CMR,Cycling BMX Racing,
CMR,Cycling Mountain Bike,
CMR,Cycling Road,
CMR,Cycling Track,
CMR,Diving,
CMR,Equestrian,
CMR,Equestrianism,
CMR,Fencing,
CMR,Figure Skating,
CMR,Golf,
CMR,Gymnastics,
CMR,Handball,
CMR,Hockey,
CMR,Ice Hockey,
CMR,Jeu De Paume,
CMR,Judo,
CMR,Karate,
CMR,Lacrosse,
CMR,Marathon Swimming,
CMR,Modern Pentathlon,
CMR,Motorboating,
CMR,Polo,
CMR,Racquets,
CMR,Rhythmic Gymnastics,
CMR,Roque,
CMR,Rowing,
CMR,Rugby,
CMR,Rugby Sevens,
CMR,Sailing,
CMR,Shooting,
CMR,Skateboarding,
CMR,Softball,
CMR,Sport Climbing,
CMR,Surfing,
CMR,Swimming,
CMR,Synchronized Swimming,
CMR,Table Tennis,
CMR,Taekwondo,
CMR,Tennis,
CMR,Trampoline Gymnastics,
CMR,Trampolining,
CMR,Triathlon,
CMR,Tug-Of-War,
CMR,Volleyball,
CMR,Water Polo,
CMR,Weightlifting,
CMR,Wrestling,
TUR,Karate,0.125
TUR,Taekwondo,0.04807692307692308
TUR,Wrestling,0.04722222222222222
TUR,Weightlifting,0.016713091922005572
TUR,Archery,0.009685230024213076
TUR,Boxing,0.009541984732824428
TUR,Artistic Gymnastics,0.0078125
TUR,Judo,0.002652519893899204
TUR,Shooting,0.0015037593984962407
TUR,Athletics,0.0013547076089410702
TUR,3x3 Basketball,
TUR,Aeronautics,
TUR,Alpinism,
TUR,Art Competitions,
TUR,Artistic Swimming,
TUR,Badminton,
TUR,Baseball,
TUR,Baseball/Softball,
TUR,Basketball,
TUR,Basque Pelota,
TUR,Beach Volleyball,
TUR,Breaking,
TUR,Canoe Slalom,
TUR,Canoe Sprint,
TUR,Canoeing,
TUR,Cricket,
TUR,Croquet,
TUR,Cycling,
TUR,Cycling BMX Freestyle,
TUR,Cycling BMX Racing,
TUR,Cycling Mountain Bike,
TUR,Cycling Road,
TUR,Cycling Track,
TUR,Diving,
TUR,Equestrian,
TUR,Equestrianism,
TUR,Fencing,
TUR,Figure Skating,
TUR,Football,
TUR,Golf,
TUR,Gymnastics,
TUR,Handball,
TUR,Hockey,
TUR,Ice Hockey,
TUR,Jeu De Paume,
TUR,Lacrosse,
TUR,Marathon Swimming,
TUR,Modern Pentathlon,
TUR,Motorboating,
TUR,Polo,
TUR,Racquets,
TUR,Rhythmic Gymnastics,
TUR,Roque,
TUR,Rowing,
TUR,Rugby,
TUR,Rugby Sevens,
TUR,Sailing,
TUR,Skateboarding,
TUR,Softball,
TUR,Sport Climbing,
TUR,Surfing,
TUR,Swimming,
TUR,Synchronized Swimming,
TUR,Table Tennis,
TUR,Tennis,
TUR,Trampoline Gymnastics,
TUR,Trampolining,
TUR,Triathlon,
TUR,Tug-Of-War,
TUR,Volleyball,
TUR,Water Polo,
CHI,Tennis,0.01288659793814433
CHI,Football,0.009309967141292442
CHI,Equestrianism,0.004145077720207254
CHI,Boxing,0.0028625954198473282
CHI,Shooting,0.0015037593984962407
CHI,Wrestling,0.0006944444444444445
CHI,Athletics,0.0004515692029803567
CHI,3x3 Basketball,
CHI,Aeronautics,
CHI,Alpinism,
CHI,Archery,
CHI,Art Competitions,
CHI,Artistic Gymnastics,
CHI,Artistic Swimming,
CHI,Badminton,
CHI,Baseball,
CHI,Baseball/Softball,
CHI,Basketball,
CHI,Basque Pelota,
CHI,Beach Volleyball,
CHI,Breaking,
CHI,Canoe Slalom,
CHI,Canoe Sprint,
CHI,Canoeing,
CHI,Cricket,
CHI,Croquet,
CHI,Cycling,
CHI,Cycling BMX Freestyle,
CHI,Cycling BMX Racing,
CHI,Cycling Mountain Bike,
CHI,Cycling Road,
CHI,Cycling Track,
CHI,Diving,
CHI,Equestrian,
CHI,Fencing,
CHI,Figure Skating,
CHI,Golf,
CHI,Gymnastics,
CHI,Handball,
CHI,Hockey,
CHI,Ice Hockey,
CHI,Jeu De Paume,
CHI,Judo,
CHI,Karate,
CHI,Lacrosse,
CHI,Marathon Swimming,
CHI,Modern Pentathlon,
CHI,Motorboating,
CHI,Polo,
CHI,Racquets,
CHI,Rhythmic Gymnastics,
CHI,Roque,
CHI,Rowing,
CHI,Rugby,
CHI,Rugby Sevens,
CHI,Sailing,
CHI,Skateboarding,
CHI,Softball,
CHI,Sport Climbing,
CHI,Surfing,
CHI,Swimming,
CHI,Synchronized Swimming,
CHI,Table Tennis,
CHI,Taekwondo,
CHI,Trampoline Gymnastics,
CHI,Trampolining,
CHI,Triathlon,
CHI,Tug-Of-War,
CHI,Volleyball,
CHI,Water Polo,
CHI,Weightlifting,
MEX,Polo,0.07692307692307693
MEX,Diving,0.04408817635270541
MEX,Taekwondo,0.03365384615384615
MEX,Football,0.0208105147864184
MEX,Equestrianism,0.017616580310880828
MEX,Archery,0.01694915254237288
MEX,Boxing,0.013358778625954198
MEX,Basketball,0.00900163666121113
MEX,Modern Pentathlon,0.005050505050505051
MEX,Weightlifting,0.002785515320334262
MEX,Athletics,0.002483630616391962
MEX,Cycling,0.001583531274742676
MEX,Judo,0.001326259946949602
MEX,Shooting,0.0007518796992481203
MEX,Wrestling,0.0006944444444444445
MEX,Swimming,0.0005765350245027386
MEX,Fencing,0.0005205622071837585
MEX,3x3 Basketball,
MEX,Aeronautics,
MEX,Alpinism,
MEX,Art Competitions,
MEX,Artistic Gymnastics,
MEX,Artistic Swimming,
MEX,Badminton,
MEX,Baseball,
MEX,Baseball/Softball,
MEX,Basque Pelota,
MEX,Beach Volleyball,
MEX,Breaking,
MEX,Canoe Slalom,
MEX,Canoe Sprint,
MEX,Canoeing,
MEX,Cricket,
MEX,Croquet,
MEX,Cycling BMX Freestyle,
MEX,Cycling BMX Racing,
MEX,Cycling Mountain Bike,
MEX,Cycling Road,
MEX,Cycling Track,
MEX,Equestrian,
MEX,Figure Skating,
MEX,Golf,
MEX,Gymnastics,
MEX,Handball,
MEX,Hockey,
MEX,Ice Hockey,
MEX,Jeu De Paume,
MEX,Karate,
MEX,Lacrosse,
MEX,Marathon Swimming,
MEX,Motorboating,
MEX,Racquets,
MEX,Rhythmic Gymnastics,
MEX,Roque,
MEX,Rowing,
MEX,Rugby,
MEX,Rugby Sevens,
MEX,Sailing,
MEX,Skateboarding,
MEX,Softball,
MEX,Sport Climbing,
MEX,Surfing,
MEX,Synchronized Swimming,
MEX,Table Tennis,
MEX,Tennis,
MEX,Trampoline Gymnastics,
MEX,Trampolining,
MEX,Triathlon,
MEX,Tug-Of-War,
MEX,Volleyball,
MEX,Water Polo,
USA,Roque,1.0
USA,Golf,0.7068965517241379
USA,Ice Hockey,0.4074074074074074
USA,Swimming,0.3476506197751513
USA,Softball,0.33519553072625696
USA,Jeu De Paume,0.3333333333333333
USA,Baseball/Softball,0.3333333333333333
USA,Basketball,0.3183306055646481
USA,Diving,0.29458917835671344
USA,Athletics,0.26868367577331226
USA,Beach Volleyball,0.22916666666666666
USA,Rugby,0.21739130434782608
USA,Skateboarding,0.20833333333333334
USA,Artistic Gymnastics,0.203125
USA,Baseball,0.20238095238095238
USA,Lacrosse,0.2
USA,Polo,0.18461538461538463
USA,Tennis,0.17010309278350516
USA,Cycling BMX Freestyle,0.16666666666666666
USA,Surfing,0.16666666666666666
USA,Breaking,0.16666666666666666
USA,3x3 Basketball,0.16666666666666666
USA,Sport Climbing,0.16666666666666666
USA,Shooting,0.1556390977443609
USA,Archery,0.14527845036319612
USA,Water Polo,0.14509480626545754
USA,Artistic Swimming,0.14285714285714285
USA,Volleyball,0.14119749776586238
USA,Triathlon,0.14035087719298245
USA,Synchronized Swimming,0.13953488372093023
USA,Equestrianism,0.13678756476683937
USA,Equestrian,0.125
USA,Tug-Of-War,0.12173913043478261
USA,Rowing,0.12001237240952675
USA,Boxing,0.11259541984732824
USA,Sailing,0.10864575363427698
USA,Wrestling,0.1
USA,Cycling Mountain Bike,0.09090909090909091
USA,Gymnastics,0.08610741233910342
USA,Modern Pentathlon,0.08585858585858586
USA,Football,0.07886089813800658
USA,Cycling Track,0.06547619047619048
USA,Weightlifting,0.06406685236768803
USA,Cycling,0.06175771971496437
USA,Art Competitions,0.057692307692307696
USA,Taekwondo,0.052884615384615384
USA,Rugby Sevens,0.05217391304347826
USA,Fencing,0.042165538781884435
USA,Figure Skating,0.037037037037037035
USA,Canoe Slalom,0.03333333333333333
USA,Karate,0.03125
USA,Judo,0.01856763925729443
USA,Canoeing,0.018025751072961373
USA,Hockey,0.017321016166281754
USA,Canoe Sprint,0.015625
USA,Aeronautics,
USA,Alpinism,
USA,Badminton,
USA,Basque Pelota,
USA,Cricket,
USA,Croquet,
USA,Cycling BMX Racing,
USA,Cycling Road,
USA,Handball,
USA,Marathon Swimming,
USA,Motorboating,
USA,Racquets,
USA,Rhythmic Gymnastics,
USA,Table Tennis,
USA,Trampoline Gymnastics,
USA,Trampolining,
URS,Modern Pentathlon,0.13636363636363635
URS,Gymnastics,0.1278295605858855
URS,Volleyball,0.1260053619302949
URS,Basketball,0.11947626841243862
URS,Weightlifting,0.08635097493036212
URS,Wrestling,0.08055555555555556
URS,Fencing,0.07600208224882873
URS,Canoeing,0.07467811158798283
URS,Handball,0.06741573033707865
URS,Water Polo,0.06430338004946413
URS,Athletics,0.054639873560623164
URS,Boxing,0.04866412213740458
URS,Rowing,0.04794308691617693
URS,Football,0.04764512595837897
URS,Cycling,0.04196357878068092
URS,Shooting,0.03684210526315789
URS,Swimming,0.03574517151916979
URS,Judo,0.03050397877984085
URS,Equestrianism,0.03005181347150259
URS,Diving,0.028056112224448898
URS,Hockey,0.018475750577367205
URS,Archery,0.01694915254237288
URS,Sailing,0.015302218821729151
URS,Rhythmic Gymnastics,0.011904761904761904
URS,3x3 Basketball,
URS,Aeronautics,
URS,Alpinism,
URS,Art Competitions,
URS,Artistic Gymnastics,
URS,Artistic Swimming,
URS,Badminton,
URS,Baseball,
URS,Baseball/Softball,
URS,Basque Pelota,
URS,Beach Volleyball,
URS,Breaking,
URS,Canoe Slalom,
URS,Canoe Sprint,
URS,Cricket,
URS,Croquet,
URS,Cycling BMX Freestyle,
URS,Cycling BMX Racing,
URS,Cycling Mountain Bike,
URS,Cycling Road,
URS,Cycling Track,
URS,Equestrian,
URS,Figure Skating,
URS,Golf,
URS,Ice Hockey,
URS,Jeu De Paume,
URS,Karate,
URS,Lacrosse,
URS,Marathon Swimming,
URS,Motorboating,
URS,Polo,
URS,Racquets,
URS,Roque,
URS,Rugby,
URS,Rugby Sevens,
URS,Skateboarding,
URS,Softball,
URS,Sport Climbing,
URS,Surfing,
URS,Synchronized Swimming,
URS,Table Tennis,
URS,Taekwondo,
URS,Tennis,
URS,Trampoline Gymnastics,
URS,Trampolining,
URS,Triathlon,
URS,Tug-Of-War,
NCA,3x3 Basketball,
NCA,Aeronautics,
NCA,Alpinism,
NCA,Archery,
NCA,Art Competitions,
NCA,Artistic Gymnastics,
NCA,Artistic Swimming,
NCA,Athletics,
NCA,Badminton,
NCA,Baseball,
NCA,Baseball/Softball,
NCA,Basketball,
NCA,Basque Pelota,
NCA,Beach Volleyball,
NCA,Boxing,
NCA,Breaking,
NCA,Canoe Slalom,
NCA,Canoe Sprint,
NCA,Canoeing,
NCA,Cricket,
NCA,Croquet,
NCA,Cycling,
NCA,Cycling BMX Freestyle,
NCA,Cycling BMX Racing,
NCA,Cycling Mountain Bike,
NCA,Cycling Road,
NCA,Cycling Track,
NCA,Diving,
NCA,Equestrian,
NCA,Equestrianism,
NCA,Fencing,
NCA,Figure Skating,
NCA,Football,
NCA,Golf,
NCA,Gymnastics,
NCA,Handball,
NCA,Hockey,
NCA,Ice Hockey,
NCA,Jeu De Paume,
NCA,Judo,
NCA,Karate,
NCA,Lacrosse,
NCA,Marathon Swimming,
NCA,Modern Pentathlon,
NCA,Motorboating,
NCA,Polo,
NCA,Racquets,
NCA,Rhythmic Gymnastics,
NCA,Roque,
NCA,Rowing,
NCA,Rugby,
NCA,Rugby Sevens,
NCA,Sailing,
NCA,Shooting,
NCA,Skateboarding,
NCA,Softball,
NCA,Sport Climbing,
NCA,Surfing,
NCA,Swimming,
NCA,Synchronized Swimming,
NCA,Table Tennis,
NCA,Taekwondo,
NCA,Tennis,
NCA,Trampoline Gymnastics,
